 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
987.0247879999999, 35.03123, 3.824788, 3.657145, 4.303161, 4.931239, 1.654554, 3.23384, 0.3819889, 6.075074, 4.506618, 4.891065, 2.974668, 4.045802
987.1247499999999, 40.83287, 3.904622, 3.475049, 5.34648, 4.691276, 1.572905, 3.094219, 0.363553, 5.75528, 4.741436, 4.601164, 2.815109, 4.187448
987.224712, 39.08614, 3.728744, 3.30202, 5.057286, 6.379182, 1.495284, 2.960627, 0.3460069, 7.69264, 4.512875, 5.878832, 2.664109, 3.982398
987.324674, 39.23119, 3.560789, 3.137607, 6.084668, 6.068759, 1.421494, 2.832802, 0.3293076, 7.287696, 4.295331, 5.530385, 2.521208, 4.035177
987.424636, 39.38121, 3.400398, 2.98138, 5.755545, 5.773443, 1.351346, 3.195635, 0.3134142, 6.904069, 4.088273, 5.202591, 2.385973, 3.837583
987.524598, 38.58122, 4.506732, 2.832932, 5.444224, 5.492497, 1.284659, 3.057664, 0.298288, 6.540636, 3.891197, 4.894226, 2.257991, 4.335451
987.62456, 39.13121, 5.006732, 2.691875, 5.149743, 5.225223, 1.625279, 2.92565, 0.2838917, 6.196334, 5.209044, 4.604138, 2.136874, 4.123153
987.724522, 41.59097, 5.149585, 2.557842, 4.87119, 5.771281, 1.545074, 2.799335, 0.2701903, 5.870156, 4.957941, 4.331244, 2.022254, 3.921252
987.824484, 39.81182, 5.586737, 2.430483, 5.411687, 6.592685, 1.468827, 2.678474, 0.2571501, 5.561149, 4.718943, 4.804249, 1.913782, 3.729237
987.924446, 38.10877, 5.335091, 2.987829, 7.881533, 6.271873, 1.396343, 2.562831, 0.2447393, 5.268407, 4.491465, 4.519495, 1.811128, 3.546624
988.024408, 37.04897, 5.09478, 2.83906, 7.455216, 5.966672, 1.327435, 2.452182, 0.2329275, 4.991076, 4.392305, 4.251617, 1.713981, 3.372954
988.12437, 35.46412, 4.865294, 2.697698, 7.05196, 5.676323, 1.902611, 2.346309, 0.2216857, 4.728343, 5.392305, 6.53346, 1.622044, 3.207788
988.224332, 43.73119, 4.646144, 2.563375, 6.670515, 7.345388, 1.80872, 2.245007, 0.2109865, 4.479442, 5.542329, 6.146213, 1.679763, 3.271617
988.324294, 43.76874, 4.436866, 2.43574, 6.309703, 6.987949, 1.719462, 2.148079, 0.2008037, 5.299769, 5.503804, 5.781918, 3.449114, 3.670765
988.424256, 41.89643, 4.237015, 2.314461, 5.968408, 7.504619, 1.634609, 2.055336, 0.1911123, 5.299769, 5.238492, 7.99929, 3.264106, 3.491016
988.524218, 41.13066, 4.046165, 3.183837, 5.645574, 7.793773, 1.553944, 1.966598, 0.1818887, 5.936603, 5.200389, 7.52516, 3.089022, 3.320069
988.62418, 39.3712, 5.078174, 3.580456, 5.340201, 7.414514, 1.477259, 1.88169, 0.1731102, 5.624097, 4.949703, 7.079133, 2.92333, 3.157492
988.724142, 41.13121, 7.221027, 3.402179, 5.051347, 7.05371, 1.404359, 1.800448, 0.1647554, 6.928419, 4.881753, 6.659543, 2.766525, 3.002877
988.824104, 42.33122, 6.957049, 3.933837, 4.778117, 6.710464, 1.335056, 1.722714, 0.1568039, 6.563704, 4.646427, 6.264822, 2.618131, 3.543134
988.924066, 43.26172, 6.64368, 5.527377, 4.519666, 8.012046, 1.269173, 1.648336, 0.1492361, 6.218187, 4.422445, 5.893497, 2.477696, 3.369635
989.024028, 41.4111, 6.906738, 5.252159, 4.275195, 7.622166, 1.206541, 1.57717, 0.1420335, 5.890859, 4.633693, 5.544181, 2.344795, 3.445338
989.12399, 44.4148, 6.595635, 4.990645, 4.043947, 7.251257, 1.147, 1.559624, 0.1351785, 6.335293, 4.410325, 5.215569, 2.219022, 3.276628
989.2239520000001, 42.51485, 6.298545, 4.742152, 3.825207, 6.898398, 1.090397, 1.492287, 0.1286544, 6.001801, 4.197724, 4.906435, 2.099995, 4.055084
989.3239139999999, 40.69618, 6.014837, 4.506032, 3.6183, 6.56271, 1.036588, 1.427858, 0.1224452, 5.685863, 3.995372, 4.615623, 1.987353, 3.856515
989.423876, 40.88121, 5.743908, 4.281668, 3.422584, 6.243357, 0.9854339, 1.366211, 0.1165356, 5.386557, 3.802775, 4.342048, 1.880753, 3.66767
989.523838, 43.93126, 5.485183, 4.068476, 3.237455, 5.939544, 0.9368043, 1.307225, 0.1109113, 5.612269, 3.619461, 4.084689, 1.779871, 3.488073
989.6238, 45.28123, 5.238112, 3.8659, 3.062339, 9.996259, 0.8905745, 1.402504, 0.1055584, 7.582594, 3.444984, 3.842583, 1.6844, 3.391645
989.723762, 49.69783, 5.00217, 3.67341, 5.940635, 9.509823, 0.846626, 1.341951, 0.1004638, 7.183443, 4.108806, 3.614828, 1.617263, 3.225564
989.823724, 47.57189, 4.776855, 3.490504, 5.619303, 9.047058, 0.8048463, 1.284012, 0.09561517, 6.805304, 3.91074, 3.400572, 2.606121, 3.067615
989.923686, 47.75189, 4.561689, 3.316706, 5.315351, 8.606812, 0.7651284, 1.228575, 0.0910005, 6.44707, 3.722222, 3.199015, 2.466331, 3.922479
990.023648, 45.70919, 6.333729, 3.151561, 5.027841, 8.18799, 0.7273704, 1.175532, 0.08660856, 7.612269, 3.542791, 3.009404, 2.334039, 3.730404
990.12361, 43.75387, 6.048436, 2.994639, 4.755882, 7.789548, 1.799473, 1.124778, 0.08242858, 9.373859, 3.37201, 2.831033, 2.445435, 4.659188
990.223572, 44.43126, 5.775994, 2.845531, 4.498634, 7.410495, 1.710671, 1.076216, 0.07845034, 8.880415, 4.042329, 4.757997, 2.314264, 4.431038
990.323534, 44.4312, 5.515823, 2.703847, 4.2553, 7.049887, 1.626252, 1.02975, 0.07466409, 8.412946, 4.778488, 4.475984, 2.692887, 4.21406
990.423496, 44.03123, 5.751275, 2.569218, 6.681297, 6.706827, 1.545999, 1.093455, 0.07106059, 7.970085, 4.54814, 4.210686, 2.548443, 4.007707
990.523458, 45.53123, 5.492218, 2.441292, 6.319902, 6.380461, 1.469707, 1.046245, 0.067631, 7.550536, 4.328896, 3.961112, 2.411747, 3.811458
990.62342, 44.98119, 5.24483, 2.319736, 5.978055, 6.069977, 1.397179, 1.517318, 0.06436693, 7.153073, 4.12022, 3.726331, 2.282383, 3.62482
990.723382, 44.5753, 5.008584, 2.204232, 5.654699, 5.774601, 1.32823, 1.451808, 0.06126039, 6.776532, 3.921604, 3.505466, 2.159958, 3.44732
990.823344, 42.66848, 4.782981, 3.708852, 5.348833, 5.493598, 1.262684, 1.389127, 0.05830379, 6.419813, 4.377302, 3.297692, 2.044099, 3.278513
990.923306, 40.84324, 4.567539, 3.524182, 5.059512, 5.22627, 1.200372, 1.329151, 0.05548988, 6.081871, 4.166293, 3.102233, 1.934456, 3.117971
991.023268, 39.09607, 4.361802, 3.348706, 4.78584, 4.971951, 1.141136, 1.769974, 0.05281178, 5.761719, 5.042329, 3.968408, 2.684031, 2.965291
991.12323, 40.53123, 4.165331, 3.181968, 4.526971, 4.730007, 1.084823, 1.84404, 0.05026293, 5.458419, 4.997408, 5.067149, 2.540061, 2.820087
991.223192, 41.9753, 3.977711, 3.023533, 4.282105, 4.499836, 1.185769, 1.97125, 0.04783709, 5.171086, 4.756507, 4.766812, 2.403815, 2.681994
991.323154, 40.1797, 3.798541, 2.872986, 4.050484, 4.280866, 1.55019, 1.886142, 0.04552834, 4.898878, 4.527218, 4.484276, 2.274876, 2.550663
991.4231160000001, 38.46092, 4.044595, 2.729935, 5.670274, 4.072552, 1.47369, 1.804708, 0.04333101, 4.640998, 4.308983, 4.218486, 2.152854, 2.53477
991.5230780000001, 38.92244, 3.862412, 2.996176, 5.363566, 3.874374, 1.527181, 1.72679, 0.04123973, 4.396694, 4.715147, 3.968451, 2.037376, 2.46267
991.6230399999999, 37.25744, 3.688436, 2.846991, 5.073448, 3.68584, 1.451817, 1.652236, 0.03924938, 4.16525, 4.487853, 4.739916, 2.432147, 2.342079
991.723002, 39.93079, 3.522296, 2.705234, 4.799022, 3.506481, 1.380172, 1.580901, 0.03735509, 3.94599, 4.271515, 4.458974, 2.301689, 2.227392
991.822964, 38.22265, 3.760129, 2.570536, 4.539441, 3.335849, 1.312063, 1.512645, 0.03555223, 3.738271, 4.065606, 4.194685, 2.178228, 2.118322
991.922926, 36.58759, 3.59076, 2.850494, 4.2939, 3.173521, 1.247314, 1.447337, 0.03383637, 3.541487, 3.869622, 3.946059, 2.061389, 2.682353
992.022888, 38.77114, 3.42902, 2.819643, 4.06164, 3.019092, 1.185761, 1.384849, 0.03220333, 3.355061, 3.683086, 3.712171, 1.950818, 2.551004
992.12285, 37.11261, 3.274565, 2.679248, 6.240047, 2.872178, 1.127246, 1.325058, 0.03064911, 6.08752, 3.505543, 3.492145, 1.846178, 3.413486
992.222812, 35.52504, 3.127068, 2.545843, 5.902519, 2.732412, 1.071618, 1.267849, 0.02916989, 5.76707, 6.016726, 4.254114, 1.74715, 3.246335
992.322774, 37.48125, 2.986214, 2.419081, 5.583248, 2.599448, 1.018735, 1.21311, 0.02776207, 5.463489, 5.726689, 5.455737, 1.653435, 3.087369
992.422736, 40.13121, 4.36388, 2.298631, 5.281247, 2.472955, 1.412508, 1.160734, 0.02642219, 5.175888, 5.450633, 5.132367, 1.564746, 2.936188
992.522698, 39.61228, 4.52465, 2.184178, 4.995582, 2.352616, 1.342803, 1.110619, 0.02514698, 6.020325, 5.187884, 6.369302, 1.686371, 2.792409
992.62266, 37.91777, 4.320844, 3.971953, 4.725368, 2.238134, 1.276537, 1.062668, 0.02393331, 5.703412, 4.937801, 5.991784, 1.595915, 2.655671
992.722622, 36.29575, 4.230818, 3.774183, 4.46977, 5.941509, 1.213542, 1.016788, 0.02277822, 5.403182, 4.699773, 6.535813, 1.510312, 2.525629
992.822584, 35.33122, 4.040248, 3.58626, 4.227998, 5.652384, 1.669433, 1.399582, 0.02167888, 5.118756, 4.47322, 6.148426, 3.020281, 2.401954
992.922546, 36.48119, 5.743143, 3.407693, 3.999304, 5.377329, 1.587049, 1.641169, 0.02063259, 9.851035, 4.442293, 5.783999, 2.858275, 3.10672
993.022508, 35.38121, 5.484452, 4.183837, 3.782979, 5.115659, 1.711179, 1.570312, 0.01963681, 9.332472, 5.173573, 5.441174, 2.70496, 2.954591
993.12247, 42.18126, 5.237414, 4.600493, 5.866216, 4.866722, 1.626735, 1.502514, 0.01868908, 10.73727, 4.92418, 5.118667, 3.492263, 2.809911
993.222432, 40.58116, 5.001503, 6.139546, 8.596044, 4.629899, 1.546458, 1.918137, 0.01778709, 13.48727, 4.686809, 5.552739, 5.804763, 2.672316
993.322394, 44.56522, 4.776218, 5.833848, 8.131079, 5.823947, 1.470143, 2.024931, 0.01692863, 13.93837, 4.46088, 5.22362, 8.419377, 3.376388
993.422356, 42.65883, 4.561081, 5.54337, 7.691264, 5.540544, 1.703875, 1.937505, 0.01611161, 13.20465, 4.245842, 4.914009, 7.967769, 3.211053
993.522318, 40.834, 4.355635, 5.733286, 7.275239, 5.270931, 1.619791, 1.853854, 0.01533401, 12.50955, 6.084438, 7.038848, 7.540384, 3.053815
993.62228, 39.53123, 4.159442, 5.447816, 6.881718, 6.801126, 1.539857, 1.773814, 0.01459395, 11.85104, 5.791137, 6.621645, 7.135924, 3.429515
993.7222420000001, 41.34355, 3.972086, 5.176559, 6.509482, 6.470171, 1.66459, 1.69723, 0.0138896, 11.2272, 5.717453, 6.22917, 6.753159, 3.943476
993.8222040000001, 39.57498, 3.79317, 4.918809, 6.157381, 6.155322, 1.582445, 1.623952, 0.01321925, 10.63619, 5.441842, 5.859958, 6.390925, 3.750373
993.9221659999999, 45.2587, 3.622313, 4.673893, 5.824325, 5.855793, 1.504353, 2.377513, 0.01258125, 10.0763, 5.642305, 5.51263, 6.048121, 3.566726
994.022128, 43.32265, 3.459152, 4.441172, 5.509284, 5.57084, 1.430116, 2.274864, 0.01197404, 12.36473, 6.05007, 5.185888, 5.723705, 3.392071
994.12209, 46.98119, 3.303339, 4.220038, 5.211283, 5.299753, 1.359542, 2.176647, 0.01139614, 11.71385, 5.758425, 4.878513, 5.41669, 3.225969
994.222052, 47.78123, 4.649616, 4.009915, 4.929402, 5.041858, 1.29245, 2.08267, 0.01084613, 11.51007, 5.480839, 4.589357, 5.126143, 3.572181
994.322014, 47.18126, 5.174134, 3.810255, 4.662768, 4.796512, 1.22867, 1.992751, 0.01032266, 10.90418, 5.216634, 4.317339, 4.851182, 3.397259
994.421976, 45.43126, 4.941073, 3.620535, 4.410556, 4.563106, 1.168037, 1.906715, 0.009824463, 12.12647, 4.965166, 4.061444, 4.590968, 3.230903
994.521938, 49.14174, 4.718511, 3.440263, 4.171987, 6.648134, 1.110396, 1.852401, 0.009350306, 11.48813, 4.725819, 3.820716, 4.344712, 3.265003
994.6219, 47.03958, 5.265111, 3.268966, 5.106123, 6.324624, 1.0556, 1.772424, 0.008899033, 10.88339, 4.49801, 3.594257, 4.111665, 3.105123
994.721862, 47.86105, 5.027953, 5.006033, 4.82993, 7.874188, 1.003508, 1.6959, 0.00846954, 10.31048, 4.357099, 3.38122, 3.891119, 2.953072
994.821824, 45.81368, 5.536459, 4.756774, 4.568676, 7.491016, 0.953986, 1.62268, 0.008060775, 9.767732, 4.147064, 3.18081, 3.682403, 2.808467
994.921786, 43.85389, 5.287078, 4.519926, 4.684392, 7.12649, 1.305769, 1.552621, 0.007671739, 9.253554, 5.084161, 2.992279, 3.484882, 2.670942
995.021748, 41.97794, 5.04893, 4.294871, 5.162018, 6.779703, 1.241331, 1.485587, 0.007301478, 8.766443, 4.839078, 4.301722, 3.297956, 2.540152
995.12171, 40.46574, 4.821509, 4.119087, 4.882802, 7.340301, 1.462624, 1.421447, 0.006949088, 10.19601, 4.605809, 6.628118, 3.121056, 3.60966
995.221672, 38.73472, 4.604332, 3.913991, 4.618688, 6.983109, 1.390445, 1.360076, 0.006613704, 9.659289, 4.383785, 6.23526, 2.953645, 3.432903
995.321634, 37.07775, 6.082503, 3.719106, 4.368861, 6.643299, 1.321829, 1.301355, 0.006294508, 9.612267, 4.172464, 7.299521, 2.795214, 3.264801
995.421596, 42.94888, 5.808527, 13.03424, 15.63895, 11.25757, 1.256599, 1.245169, 0.005990717, 23.79977, 3.971329, 6.866868, 21.42976, 3.104931
995.521558, 41.11164, 5.546891, 12.38524, 16.55687, 10.70976, 1.194587, 1.191409, 0.005701588, 28.98727, 3.779891, 10.43139, 20.70402, 2.952889
995.62152, 39.35299, 5.29704, 11.76856, 15.6613, 10.1886, 1.135636, 1.168129, 0.005426412, 29.67477, 3.59768, 9.813106, 19.59348, 2.808293
995.721482, 47.87545, 5.372149, 11.18258, 14.81417, 9.692808, 1.079594, 1.117695, 0.005164518, 29.36227, 4.172192, 9.231468, 18.5425, 2.670777
995.821444, 45.82747, 5.130169, 10.62578, 14.01286, 9.221139, 1.026318, 1.069439, 0.004915264, 31.24681, 3.971071, 8.684305, 17.5479, 2.677117
995.921406, 46.68707, 4.899088, 10.0967, 13.2549, 8.772422, 0.9756709, 1.023266, 0.004678039, 29.60196, 4.161109, 8.169574, 16.60664, 2.546024
996.0213680000001, 44.68992, 4.678417, 9.59397, 12.53794, 8.34554, 0.9275231, 0.9790863, 0.004452263, 28.0437, 3.960522, 7.685351, 15.71588, 2.421351
996.1213299999999, 44.07517, 4.467685, 9.11627, 11.85975, 7.939431, 0.8817512, 0.9368144, 0.004237384, 26.56747, 4.330151, 7.229829, 14.87289, 3.28717
996.2212919999999, 42.18975, 4.266445, 8.662355, 11.21825, 7.553084, 0.8382382, 0.8963676, 0.004032876, 25.16895, 4.121415, 6.801307, 14.07512, 3.126204
996.321254, 45.53005, 4.07427, 8.231042, 10.61145, 7.185538, 1.220439, 0.8576671, 0.003838238, 23.84404, 3.922741, 6.398183, 13.32014, 2.973121
996.421216, 43.58239, 3.890751, 7.821204, 10.03747, 6.835877, 1.160212, 0.8206374, 0.003652993, 22.58888, 3.733645, 6.018954, 12.60566, 2.827534
996.521178, 44.58122, 3.715498, 7.431772, 9.494538, 6.503231, 1.98644, 0.7852065, 0.003476689, 21.39979, 3.553664, 5.662202, 11.9295, 2.689076
996.62114, 46.38121, 3.54814, 7.061731, 8.980973, 6.186772, 1.888412, 0.7513053, 0.003308894, 20.2733, 3.382359, 5.326595, 11.28961, 2.557398
996.721102, 44.85286, 3.388319, 6.710115, 8.495188, 5.885713, 1.795222, 0.7188678, 0.9947512, 19.2061, 4.230091, 5.01088, 10.68405, 4.154321
996.821064, 42.93417, 3.235698, 6.376007, 8.035678, 5.599304, 1.70663, 0.6878308, 0.9467416, 18.19509, 4.026178, 4.713878, 10.11096, 3.950893
996.921026, 41.09756, 3.089951, 6.058535, 7.601024, 5.326832, 1.622411, 0.6581338, 0.9010491, 17.23729, 3.832096, 4.434479, 9.568621, 3.757427
997.020988, 39.33952, 2.950769, 5.75687, 7.18988, 5.067619, 1.542347, 0.629719, 0.8575618, 16.32991, 3.647369, 4.171641, 9.055367, 3.573434
997.12095, 37.65667, 2.817856, 5.470225, 6.800975, 4.82102, 2.008845, 1.126068, 0.8161734, 15.47029, 5.092317, 3.924382, 8.569645, 4.707603
997.220912, 37.28915, 2.69093, 5.197853, 6.433107, 4.586421, 1.909711, 1.077451, 0.7767825, 14.65593, 5.942323, 3.691778, 8.109976, 4.477082
997.320874, 35.69402, 2.569722, 4.939043, 6.085136, 4.363237, 1.81547, 1.030932, 0.8251398, 13.88444, 5.76375, 3.472961, 7.674963, 4.25785
997.420836, 34.16712, 3.423687, 4.69312, 5.755988, 4.150915, 1.725879, 0.9864213, 0.7853162, 13.15355, 5.485908, 3.267114, 7.263285, 4.049352
997.520798, 32.70554, 3.269473, 4.459441, 7.748277, 3.948924, 1.64071, 0.9438328, 0.7474145, 12.46115, 5.221458, 3.073467, 6.873688, 3.851064
997.62076, 31.30649, 3.122204, 4.237397, 7.329168, 3.756762, 1.559743, 0.9030829, 0.7113422, 11.80519, 4.969757, 2.891298, 6.504989, 3.662486
997.720722, 40.4312, 2.98157, 4.02641, 6.93273, 3.573951, 1.482772, 0.8640924, 0.7535345, 11.18375, 5.282782, 2.719927, 6.156067, 3.483143
997.820684, 40.71692, 2.84727, 3.825928, 6.557734, 3.400037, 1.4096, 0.8267853, 0.7171667, 10.59504, 5.028124, 2.558713, 5.825861, 3.312581
997.920646, 38.97515, 3.149616, 3.635428, 6.203023, 3.234585, 1.340038, 2.04274, 0.6825542, 10.03731, 4.785743, 2.407054, 5.513366, 3.150371
998.020608, 39.50178, 3.506732, 3.454414, 5.867498, 3.077184, 1.273909, 1.954545, 0.6496121, 9.508942, 6.464263, 2.264385, 5.217634, 2.996104
998.12057, 37.812, 3.649616, 3.282413, 5.550122, 2.927443, 1.211044, 1.870158, 0.61826, 9.008387, 6.152652, 2.130171, 4.937764, 2.849392
998.220532, 40.28857, 4.506732, 3.118975, 5.249913, 2.784988, 1.151281, 1.789414, 0.5884209, 8.534182, 5.856062, 2.003913, 4.672906, 3.293905
998.3204940000001, 38.56514, 5.649616, 2.963676, 4.965942, 2.649466, 1.094467, 1.712157, 0.5600221, 8.084939, 5.57377, 1.885138, 4.422256, 3.13261
998.4204559999999, 39.28123, 5.983767, 5.753951, 4.697331, 2.520538, 1.706568, 1.638234, 0.5329938, 7.659344, 5.305085, 1.773403, 4.18505, 2.979213
998.5204179999999, 39.36101, 5.714237, 5.467452, 4.44325, 5.474768, 1.622351, 1.567504, 0.50727, 7.256153, 5.049352, 1.668291, 3.960567, 2.833328
998.62038, 37.67725, 5.456849, 5.195218, 4.202912, 5.208356, 1.542291, 1.61129, 0.4827877, 6.874186, 4.805947, 1.569409, 3.748126, 2.694586
998.720342, 36.06552, 5.37934, 4.936539, 6.67638, 4.954908, 1.466181, 1.541723, 0.4594869, 6.512326, 4.574275, 3.695041, 3.547079, 2.562638
998.820304, 34.52273, 5.137036, 4.69074, 6.315251, 4.713793, 1.393827, 1.475159, 0.4373108, 8.89756, 4.353772, 3.476031, 3.356817, 2.437151
998.920266, 33.98119, 4.905647, 4.45718, 5.973655, 4.484412, 1.325044, 1.922242, 0.4162049, 8.429189, 4.143897, 3.797596, 3.17676, 2.317809
999.020228, 39.38121, 5.031696, 4.235249, 5.650537, 5.141468, 1.259655, 1.83925, 0.7905406, 8.788353, 4.611398, 3.572507, 3.006361, 3.555471
999.12019, 38.95006, 4.805051, 4.183867, 6.54804, 4.891275, 1.197493, 1.75984, 0.7523868, 8.32573, 4.389104, 4.176517, 2.845103, 3.381367
999.220152, 37.28388, 4.588615, 4.199711, 6.481109, 5.837932, 1.138399, 1.683859, 0.7160745, 8.299767, 4.177527, 3.928969, 2.692494, 3.215789
999.320114, 38.23119, 4.381928, 3.9906, 6.130542, 8.00459, 1.08222, 1.611159, 0.6815146, 9.112267, 5.492311, 3.696093, 5.095245, 3.058319
999.420076, 40.04048, 4.184551, 3.791901, 6.729864, 7.615073, 1.028815, 1.974683, 0.6486228, 10.48727, 5.836316, 4.975649, 4.82194, 3.429485
999.520038, 38.32766, 4.971843, 4.640344, 7.16707, 7.24451, 0.9780442, 1.889426, 0.6173183, 10.36227, 5.554976, 4.680736, 4.563295, 3.562817
999.62, 36.6881, 4.747894, 4.409293, 6.779399, 6.891979, 0.9297792, 1.80785, 0.5875248, 10.67242, 5.287197, 4.403302, 4.318523, 3.388354
999.719962, 38.04626, 4.534032, 4.189747, 7.609921, 6.556603, 0.883896, 1.729796, 0.5591691, 10.11062, 5.079617, 4.142312, 4.086881, 3.222434
999.819924, 36.41874, 4.329804, 3.981132, 7.198297, 6.237547, 0.8402771, 1.655113, 0.532182, 9.578395, 4.834753, 3.896791, 3.867664, 3.064638
999.919886, 34.86084, 4.338713, 3.782904, 7.470217, 7.472372, 0.7988107, 2.399613, 0.5064973, 9.074184, 4.601692, 5.756224, 3.660206, 2.91457
1000.019848, 33.36959, 4.143282, 3.594547, 7.066149, 7.108753, 0.7593906, 2.858119, 0.4820523, 8.596516, 5.363282, 5.415044, 3.463876, 2.77185
1000.11981, 31.94212, 3.956655, 3.415568, 6.683937, 6.762828, 0.7219158, 2.73472, 0.4587871, 8.143991, 5.104744, 5.094086, 3.278076, 3.964638
1000.219772, 37.28123, 5.221027, 3.245501, 6.322399, 6.433737, 0.6862904, 2.616649, 0.4366447, 7.715288, 4.858669, 5.596544, 3.102243, 3.770498
1000.319734, 38.57959, 5.19516, 3.083902, 5.980417, 6.12066, 0.652423, 2.503675, 0.4155709, 8.674188, 4.624456, 5.264829, 2.935841, 3.585865
1000.419696, 36.92925, 4.961153, 2.930349, 5.656933, 5.822818, 0.6202269, 2.395579, 0.3955143, 8.217575, 5.242311, 4.952775, 2.778365, 3.410273
1000.519658, 35.34952, 4.737685, 2.784442, 6.909013, 5.53947, 0.5896197, 2.29215, 0.3764256, 7.784998, 5.017682, 5.252141, 2.629336, 3.24328
1000.61962, 42.83419, 4.524284, 2.6458, 6.535301, 5.269909, 0.5605229, 2.193187, 0.3582582, 7.375193, 4.775803, 4.940838, 2.4883, 3.084464
1000.719582, 41.00186, 4.320495, 2.514061, 6.181803, 7.371257, 0.5328619, 2.098497, 0.3409677, 6.986959, 6.154352, 6.158838, 2.35483, 2.933424
1000.819544, 39.24791, 5.098087, 2.388881, 5.847425, 8.90971, 0.506566, 2.007894, 0.3245116, 6.619163, 5.85768, 8.69244, 2.228519, 2.789781
1000.919506, 37.56898, 4.868452, 2.269935, 5.531135, 8.476148, 0.4815677, 2.140807, 0.3088497, 6.270727, 5.575309, 8.177226, 2.108983, 2.653172
1001.019468, 35.96188, 4.64916, 2.156911, 5.866216, 8.063684, 0.4578031, 2.048378, 0.2939437, 7.675383, 5.306551, 7.69255, 1.995859, 2.523252
1001.11943, 34.42353, 5.760502, 2.049514, 6.229864, 7.67129, 0.4352112, 1.95994, 0.2797571, 7.271348, 5.050747, 7.236601, 1.901741, 2.399693
1001.219392, 32.95098, 5.501029, 1.947465, 6.625277, 7.297992, 0.9378822, 1.875319, 0.2662553, 7.737269, 4.807275, 6.807677, 1.799733, 2.282186
1001.319354, 32.9312, 5.253244, 1.850498, 6.266912, 6.942859, 0.8915991, 1.794353, 0.253405, 10.35798, 4.61689, 6.404176, 1.703197, 3.851734
1001.419316, 36.34405, 5.01662, 1.758358, 5.927931, 6.605007, 0.8476, 1.716882, 0.241175, 9.812728, 4.394332, 6.024591, 1.611839, 3.663123
1001.519278, 34.78934, 4.790655, 1.670807, 6.241654, 6.283596, 0.8057722, 1.642756, 0.2295351, 9.296182, 4.182502, 5.667505, 1.742263, 3.483748
1001.61924, 35.54054, 4.574867, 1.587614, 5.90404, 5.977825, 0.7660086, 1.57183, 0.2184571, 8.806827, 5.308735, 5.331584, 1.990294, 3.313157
1001.719202, 34.02021, 4.3688, 1.508564, 5.584687, 5.686933, 0.7282072, 1.661532, 0.2079137, 8.343231, 5.052827, 6.206476, 1.883536, 3.150919
1001.819164, 32.56491, 4.172014, 1.43345, 5.282609, 5.410197, 0.6922713, 1.589795, 0.1978792, 8.737267, 4.809254, 7.059008, 1.782505, 2.996625
1001.919126, 31.17187, 3.984092, 1.362076, 5.542297, 5.146927, 2.117786, 1.521156, 0.188329, 9.024117, 4.703198, 6.64061, 1.686893, 2.849887
1002.019088, 29.83842, 3.804635, 2.208945, 5.242511, 4.896468, 2.013277, 1.45548, 0.4613913, 8.549083, 4.47648, 6.247012, 1.596409, 2.710335
1002.11905, 32.98119, 4.351, 2.098958, 6.64484, 4.658197, 1.913924, 1.39264, 0.4391232, 8.862267, 4.342317, 5.876742, 1.632233, 2.577615
1002.219012, 34.73119, 4.155016, 1.994447, 6.285417, 4.431521, 1.819475, 1.332513, 0.4179298, 11.86227, 4.242311, 5.528419, 1.544681, 2.451396
1002.318974, 39.27528, 4.17566, 1.89514, 5.945436, 4.215876, 1.729687, 1.274982, 0.3977593, 13.24757, 4.314567, 5.200742, 1.461826, 2.331356
1002.418936, 37.59518, 3.987574, 2.389153, 5.623844, 4.010724, 1.644329, 1.219935, 0.3785623, 12.55021, 4.106583, 4.892487, 1.383415, 2.217195
1002.518898, 35.98696, 3.80796, 2.270193, 5.319647, 3.815555, 1.563184, 1.695908, 0.3602918, 11.88956, 3.908624, 4.602502, 1.309209, 2.108624
1002.61886, 36.66956, 3.636436, 2.312361, 5.031904, 5.504619, 1.486043, 1.842831, 0.342903, 11.26369, 3.720208, 4.329705, 1.238985, 2.005369
1002.718822, 35.10093, 3.472639, 2.197224, 4.759726, 5.754368, 2.187136, 1.763267, 0.3263535, 10.67077, 4.682964, 4.073077, 1.172526, 1.907171
1002.818784, 33.5994, 3.316219, 2.087821, 4.502269, 5.47435, 2.079205, 1.687138, 0.3106028, 10.10905, 4.457221, 3.83166, 2.17461, 1.813781
1002.918746, 32.16211, 3.166846, 1.983864, 4.258739, 6.884288, 1.976599, 1.614296, 0.2956122, 9.576908, 4.651532, 3.604552, 2.057966, 1.724964
1003.018708, 31.79739, 3.0242, 1.885084, 6.560369, 6.549286, 1.879057, 1.544599, 0.2813451, 9.072776, 4.427304, 3.390904, 1.947578, 1.640496
1003.11867, 30.43719, 2.88798, 1.791223, 6.205514, 6.230587, 1.786328, 1.477912, 0.2677666, 8.595181, 4.213885, 3.189921, 1.843112, 1.560165
1003.218632, 29.13516, 2.757895, 1.702034, 5.869854, 5.927395, 1.698176, 1.414103, 0.2548434, 9.299767, 4.010754, 3.000849, 1.744249, 2.061077
1003.318594, 31.13121, 4.506732, 1.617287, 5.552351, 5.638958, 1.614373, 1.353049, 0.2425439, 9.741812, 5.142335, 6.256052, 1.650689, 3.756303
