Time(s),Lick,Rinse,ArtSal,Quinine,NaCl,Sucrose,MSG,Citric
310.658,0,0,0,0,0,0,0,0
310.808,1,0,0,0,0,0,0,0
310.818,0,0,0,0,0,0,0,0
311.094,1,1,0,0,0,0,0,0
311.104,0,0,0,0,0,0,0,0
311.25,1,0,0,0,0,0,0,0
311.26,0,0,0,0,0,0,0,0
311.41700000000003,1,0,0,0,0,0,0,0
311.427,0,0,0,0,0,0,0,0
311.534,1,0,0,0,0,0,0,0
311.544,0,0,0,0,0,0,0,0
311.77099999999996,1,1,0,0,0,0,0,0
311.781,0,0,0,0,0,0,0,0
311.922,1,0,0,0,0,0,0,0
311.932,0,0,0,0,0,0,0,0
312.08099999999996,1,0,0,0,0,0,0,0
312.091,0,0,0,0,0,0,0,0
312.247,1,0,0,0,0,0,0,0
312.257,0,0,0,0,0,0,0,0
312.432,1,1,0,0,0,0,0,0
312.442,0,0,0,0,0,0,0,0
312.603,1,0,0,0,0,0,0,0
312.613,0,0,0,0,0,0,0,0
312.769,1,0,0,0,0,0,0,0
312.779,0,0,0,0,0,0,0,0
312.943,1,0,0,0,0,0,0,0
312.953,0,0,0,0,0,0,0,0
313.12,1,0,0,0,0,0,0,0
313.13,0,0,0,0,0,0,0,0
313.276,1,0,0,0,0,0,0,0
313.286,0,0,0,0,0,0,0,0
313.468,1,1,0,0,0,0,0,0
313.478,0,0,0,0,0,0,0,0
313.644,1,0,0,0,0,0,0,0
313.654,0,0,0,0,0,0,0,0
313.819,1,0,0,0,0,0,0,0
313.829,0,0,0,0,0,0,0,0
313.983,1,0,0,0,0,0,0,0
313.993,0,0,0,0,0,0,0,0
314.16200000000003,1,1,0,0,0,0,0,0
314.172,0,0,0,0,0,0,0,0
314.32599999999996,1,0,0,0,0,0,0,0
314.336,0,0,0,0,0,0,0,0
314.493,1,0,0,0,0,0,0,0
314.503,0,0,0,0,0,0,0,0
314.66900000000004,1,0,0,0,0,0,0,0
314.679,0,0,0,0,0,0,0,0
344.0996,1,0,0,0,0,0,0,0
344.11,0,0,0,0,0,0,0,0
344.2056,1,1,0,0,0,0,0,0
344.216,0,0,0,0,0,0,0,0
344.3296,1,0,0,0,0,0,0,0
344.34,0,0,0,0,0,0,0,0
344.5556,1,0,0,0,0,0,0,0
344.566,0,0,0,0,0,0,0,0
344.6916,1,0,0,0,0,0,0,0
344.702,0,0,0,0,0,0,0,0
344.8246,1,1,0,0,0,0,0,0
344.835,0,0,0,0,0,0,0,0
344.9716,1,0,0,0,0,0,0,0
344.982,0,0,0,0,0,0,0,0
345.1226,1,0,0,0,0,0,0,0
345.133,0,0,0,0,0,0,0,0
345.2896,1,0,0,0,0,0,0,0
345.3,0,0,0,0,0,0,0,0
345.4206,1,0,0,0,0,0,0,0
345.431,0,0,0,0,0,0,0,0
345.5746,1,1,0,0,0,0,0,0
345.585,0,0,0,0,0,0,0,0
345.7336,1,0,0,0,0,0,0,0
345.744,0,0,0,0,0,0,0,0
345.8916,1,0,0,0,0,0,0,0
345.902,0,0,0,0,0,0,0,0
346.0348,1,0,0,0,0,0,0,0
346.045,0,0,0,0,0,0,0,0
346.1918,1,0,0,0,0,0,0,0
346.202,0,0,0,0,0,0,0,0
346.3488,1,0,0,0,0,0,0,0
346.359,0,0,0,0,0,0,0,0
346.5168,1,0,0,0,0,0,1,0
346.527,0,0,0,0,0,0,0,0
346.6798,1,0,0,0,0,0,1,0
346.69,0,0,0,0,0,0,0,0
346.8038,1,0,0,0,0,0,1,0
346.814,0,0,0,0,0,0,0,0
346.9348,1,0,0,0,0,0,1,0
346.945,0,0,0,0,0,0,0,0
347.0568,1,0,0,0,0,0,1,0
347.067,0,0,0,0,0,0,0,0
347.1796,1,0,0,0,0,0,1,0
347.19,0,0,0,0,0,0,0,0
347.3076,1,0,0,0,0,0,1,0
347.318,0,0,0,0,0,0,0,0
347.4398,1,0,0,0,0,0,1,0
347.45,0,0,0,0,0,0,0,0
347.5768,1,0,0,0,0,0,1,0
347.587,0,0,0,0,0,0,0,0
347.7246,1,0,0,0,0,0,1,0
347.735,0,0,0,0,0,0,0,0
347.8518,1,0,0,0,0,0,0,0
347.862,0,0,0,0,0,0,0,0
347.9818,1,0,0,0,0,0,0,0
347.992,0,0,0,0,0,0,0,0
348.1108,1,0,0,0,0,0,0,0
348.121,0,0,0,0,0,0,0,0
348.2468,1,0,0,0,0,0,0,0
348.257,0,0,0,0,0,0,0,0
348.3968,1,0,0,0,0,0,0,0
348.407,0,0,0,0,0,0,0,0
348.5388,1,1,0,0,0,0,0,0
348.549,0,0,0,0,0,0,0,0
348.6868,1,0,0,0,0,0,0,0
348.697,0,0,0,0,0,0,0,0
348.8288,1,0,0,0,0,0,0,0
